id,source,target,description,weight,combined_degree
1976,MARKET SURVEILLANCE AUTHORITY,EVALUATION OF AI SYSTEM,"The Market Surveillance Authority is mandated to perform an evaluation of an AI system under specific conditions related to safety and compliance. This obligation arises whenever an AI system is identified as presenting a risk or when there is a reasonable suspicion that the AI system poses a potential risk. Consequently, the Market Surveillance Authority must conduct a thorough evaluation of the AI system to assess its safety, ensure regulatory compliance, and mitigate any identified dangers.",20.0,91
322,FINANCIAL FRAUD DETECTION AI SYSTEM,FINANCIAL FRAUD DETECTION EXCLUSION,Financial fraud detection systems are isExemptFromHighRisk based on this exclusion condition,20.0,3
1071,JUDICIAL OR INDEPENDENT ADMINISTRATIVE AUTHORITY,PRIOR AUTHORISATION,Authority grants or rejects prior authorisation,20.0,10
1852,ARTICLE 68,SCIENTIFIC PANEL,Scientific panel is definedInArticle 68,20.0,22
1070,LAW ENFORCEMENT AUTHORITY,EU DATABASE REGISTRATION,Law enforcement authority hasObligation to register the system in the EU database,20.0,31
1066,REAL-TIME REMOTE BIOMETRIC IDENTIFICATION SYSTEM,LAW ENFORCEMENT OBJECTIVES,"The Real-Time Remote Biometric Identification System is a technology whose deployment and utilization are strictly governed by specific law enforcement objectives. The use of this system is not unrestricted; rather, it is subject to the condition that it must align with clearly defined law enforcement goals. Furthermore, the operation of the Real-Time Remote Biometric Identification System includes specific exceptions, allowing its use only when it is deemed strictly necessary to achieve those defined objectives.",20.0,34
833,PROVIDER,REPORTING SERIOUS INCIDENTS,Provider hasObligation to report serious incidents to relevant authorities,20.0,165
1116,EUROPEAN COMMISSION,DELEGATED ACTS MODIFYING CONDITIONS,European Commission adopts delegated acts to modify exclusion conditions per Article 49(6) and 49(7),20.0,87
1115,EUROPEAN COMMISSION,DELEGATED ACTS AMENDING ANNEX III,European Commission adopts delegated acts amending Annex III per Article 7(1),20.0,88
1926,HIGH-RISK AI SYSTEM,NOTIFICATION OF SERIOUS INCIDENTS,High-risk AI systems (medical devices) are subjectTo mandatory notification of serious incidents,20.0,161
996,HIGH-RISK AI SYSTEM,"CHAPTER III, SECTION 2","High-risk AI systems are subject to a specific set of regulatory obligations, as they are required to meet the requirements defined in Chapter III, Section 2 of the applicable framework. This mandates that any entity classified as a high-risk AI system must adhere strictly to the standards and provisions set out in that section.",20.0,168
2412,NOTIFIED BODY,TECHNICAL DOCUMENTATION ASSESSMENT CERTIFICATE,Notified body issues or refuses to issue a technical documentation assessment certificate to a provider,20.0,65
64,DEPLOYER,RECITAL 13,The definition of deployer is definedInArticle (Recital) 13,20.0,81
62,BIOMETRIC IDENTIFICATION,RECITAL 15,Biometric identification is definedInArticle (Recital) 15,20.0,4
2427,REGISTRATION OF TESTING,ARTICLE 60,Registration of testing is definedInArticle 60,20.0,11
2426,TESTING IN REAL WORLD CONDITIONS,REGISTRATION OF TESTING,Testing in real world conditions is subjectTo registration requirements as defined in Article 60,20.0,18
1048,PROHIBITED AI PRACTICES,ARTICLE 5,Prohibited AI practices are comprehensively defined under Article 5. This article serves as the legal framework outlining specific artificial intelligence applications and practices that are restricted or banned due to their potential risks to fundamental rights and safety.,20.0,30
865,AI OFFICE,GENERAL-PURPOSE AI MODEL,"The AI Office is responsible for supervising AI systems that are built upon general-purpose AI models. Specifically, this supervisory role applies in instances where the AI system and the underlying general-purpose AI model are developed or provided by the same entity. In such cases, the AI Office ensures that the provider adheres to necessary compliance requirements regarding their AI systems.",20.0,108
446,TECHNICAL DOCUMENTATION,RECITAL 72,Technical documentation requirements are definedInArticle (Recital) 72,20.0,48
1768,INFORMED CONSENT,ARTICLE 61,"Article 61 establishes the regulatory framework governing the informed consent process and its associated requirements. By defining both the procedural steps and the mandatory obligations necessary for achieving valid informed consent, Article 61 serves as the foundational authority for this critical ethical and legal standard.",20.0,7
319,EMPLOYMENT AND WORKERS MANAGEMENT AI SYSTEM,HIGH RISK,**EMPLOYMENT AND WORKERS MANAGEMENT AI SYSTEM** is categorized as a **HIGH RISK** technology because of its significant impact on individuals' career prospects and their overall livelihoods.,20.0,25
320,ESSENTIAL PUBLIC SERVICES AI SYSTEM,HIGH RISK,"Essential public services AI systems are classified as high-risk, a designation applied because of the significant potential these systems have to infringe upon fundamental human rights. This classification recognizes the sensitivity and impact of such technologies when deployed in critical areas, including but not limited to, the administration of social protection programs and other essential public services. By identifying these systems as high-risk, there is an acknowledgment of the necessity for heightened oversight to ensure that the deployment of AI does not compromise the rights or well-being of individuals.",20.0,22
